Car_Id,Company,Model,Variant,FuelType,Colour,Kilometer driven,BodyStyle,TransmissionType,Registered_city,Registered_state,ManufactureDate,ModelYear,Manufacturing price,Reason,Age
550471,MARUTI SUZUKI,ALTO K10,VXI AMT,PETROL,Silver,60577,HATCHBACK,Manual,bengaluru,karnataka,01-02-2015,2015,301199,Income issues,46
550481,JEEP,COMPASS,LONGITUDE 2.0 DIESEL,DIESEL,White,68635,SUV,Manual,hyderabad,telangana,01-08-2018,2018,303899,Income issues,33
550501,HYUNDAI,VERNA,1.6 CRDI SX O,DIESEL,White,84711,SEDAN,Manual,mumbai,maharashtra,01-03-2018,2018,302099,Budget,34
550533,HONDA,CITY(2017-2020),V PETROL,PETROL,Silver,52898,SEDAN,Manual,pune,maharashtra,01-08-2018,2018,472599,Budget,27
550535,HONDA,CITY,SV CVT PETROL,PETROL,White,68290,SEDAN,Manual,electronic city,karnataka,01-06-2016,2016,259099,Budget,52
550878,MARUTI SUZUKI,ALTO,LXI BS III,PETROL,Red,88541,HATCHBACK,Manual,chennai,tamil nadu,01-01-2008,2008,387199,Budget,29
550902,HONDA,CITY,1.5 V MT,PETROL,White,67650,SEDAN,Manual,new delhi,delhi,01-02-2017,2017,103599,Income issues,54
550903,HYUNDAI,ELITE I20(2018-2019),SPORTZ 1.4 CRDI,DIESEL,Red,74323,HATCHBACK,Manual,delhi,delhi,01-03-2018,2018,358099,Income issues,25
550906,TOYOTA,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Grey,89040,MPV,Manual,panvel,maharashtra,01-08-2016,2016,208499,Budget,41
550963,HONDA,JAZZ,SELECT,PETROL,Brown,85000,HATCHBACK,Manual,delhi,delhi,01-06-2012,2012,567499,Income issues,53
551032,SKODA,RAPID(2011-2014),1.6 ULTIMA ELEGANCE TDI CR MT,DIESEL,Beige,90238,SEDAN,Automatic,thane,maharashtra,01-07-2013,2013,243099,Budget,53
551098,HONDA,CITY,1.5 S AT,PETROL,White,76886,SEDAN,Automatic,pen,maharashtra,01-02-2009,2009,572999,Budget,21
551104,MARUTI SUZUKI,WAGON R,VXI,PETROL,Silver,76065,HATCHBACK,Automatic,thane,maharashtra,01-02-2016,2016,761399,Income issues,61
551105,TATA,TIGOR(2018-2020),REVOTRON XE,PETROL,Carbon Bronze,31960,SEDAN,Automatic,noida,uttar pradesh,01-08-2018,2018,603699,Budget,64
551397,BMW,3 SERIES,320D PRESTIGE,DIESEL,Blue,45611,SEDAN,Automatic,pune,maharashtra,01-01-2016,2016,424299,Budget,51
551400,KIA,SELTOS,HTX 1.5,PETROL,White,35321,SUV,Automatic,delhi,delhi,01-01-2020,2020,503199,Income issues,32
551426,HYUNDAI,I10,SPORTZ 1.2 KAPPA2,PETROL,Dark Grey,44680,HATCHBACK,Automatic,bengaluru,karnataka,01-01-2012,2012,389899,Income issues,38
551458,HONDA,AMAZE,1.5 SMT I DTEC,DIESEL,M.Maroon,48079,SEDAN,Automatic,pune,maharashtra,01-03-2014,2014,377199,Budget,58
551493,MARUTI SUZUKI,BALENO,DELTA,PETROL,Blue,27867,HATCHBACK,Automatic,bangalore central,karnataka,01-01-2020,2020,592499,Income issues,32
551500,MARUTI SUZUKI,ALTO K10,LXI CNG,CNG,Grey,37489,HATCHBACK,Automatic,delhi,delhi,01-03-2015,2015,268799,Budget,46
551615,HYUNDAI,VERNA,1.6 CRDI SX,DIESEL,White,70699,SEDAN,Automatic,pune,maharashtra,01-07-2018,2018,403499,Budget,39
551616,TOYOTA,INNOVA CRYSTA,2.8 GX AT 8 STR,DIESEL,Brown,38072,MPV,Automatic,noida,uttar pradesh,01-08-2016,2016,365099,Budget,19
551724,MARUTI SUZUKI,ALTO K10,LXI,PETROL,Black,99854,HATCHBACK,Automatic,chennai,tamil nadu,01-02-2010,2010,397999,Budget,50
551727,MARUTI SUZUKI,WAGON R,VXI,PETROL,White,22794,HATCHBACK,Automatic,delhi,delhi,01-02-2018,2018,473799,Budget,36
551736,TATA,TIAGO,XZ,PETROL,Red,70000,HATCHBACK,Automatic,panvel,maharashtra,01-05-2016,2016,304399,Budget,65
551737,HONDA,AMAZE,1.2 SMT I VTEC,PETROL,White,81128,SEDAN,Automatic,delhi,delhi,01-03-2014,2014,237199,Budget,64
551740,HYUNDAI,EON,MAGNA PLUS,LPG,Grey,60179,HATCHBACK,Automatic,mumbai west,maharashtra,01-01-2014,2014,374499,Budget,46
551768,MARUTI SUZUKI,CIAZ,VDI O SHVS,DIESEL,Silver,61467,SEDAN,Automatic,delhi,delhi,01-02-2017,2017,224399,Budget,36
551865,HYUNDAI,I20,SPORTZ 1.2 BS IV,PETROL,G. Red,124551,HATCHBACK,Automatic,mira road,maharashtra,01-01-2010,2010,293599,Income issues,51
551872,JEEP,COMPASS,LIMITED 2.0 DIESEL,DIESEL,White,51654,SUV,Automatic,gurgaon,haryana,01-01-2018,2018,359199,Budget,51
551876,MARUTI SUZUKI,ALTO 800,ALTO 800 LXI AIRBAG,PETROL,Grey,9313,HATCHBACK,Automatic,mumbai west,maharashtra,01-11-2021,2021,262399,Income issues,38
551878,MARUTI SUZUKI,VITARA BREZZA,ZDi+,DIESEL,Pearl White,59432,HATCHBACK,Automatic,thane,maharashtra,01-05-2019,2019,245599,Budget,59
551894,TATA,TIAGO,XT,PETROL,Grey,27654,HATCHBACK,Automatic,pune,maharashtra,01-01-2018,2018,332899,Income issues,57
551898,TATA,TIAGO,WIZZ EDITION PETROL,PETROL,White,42761,HATCHBACK,Automatic,hyderabad,telangana,01-02-2018,2018,251899,Budget,54
551906,SKODA,RAPID(2016-2020),1.6 MPI ACTIVE,PETROL,White,95579,SEDAN,Automatic,ahmedabad,gujarat,01-08-2018,2018,246499,Income issues,25
551936,TATA,ALTROZ,XT PETROL,PETROL,Grey,21091,HATCHBACK,Automatic,hyderabad,telangana,01-01-2020,2020,590000,Income issues,69
551986,MARUTI SUZUKI,CIAZ,VXI PLUS MT,PETROL,Grey,48856,SEDAN,Automatic,mumbai,maharashtra,01-03-2016,2016,1449045,Budget,57
552033,MARUTI SUZUKI,WAGON R 1.0,LXI CNG,CNG,Silver,59676,HATCHBACK,Manual,thane,maharashtra,01-05-2016,2016,389899,Income issues,70
552048,RENAULT,KWID,RXT,PETROL,White,50239,HATCHBACK,Manual,delhi,delhi,01-10-2015,2015,376099,Income issues,24
552051,RENAULT,KWID,RXT,PETROL,White,38511,HATCHBACK,Manual,delhi,delhi,01-05-2018,2018,302399,Budget,67
552129,MARUTI SUZUKI,ERTIGA,ZXI,PETROL,A Blue,55115,MPV,Manual,delhi west,delhi,01-01-2014,2014,550000,Budget,24
552274,TATA,NEXON,XMA PETROL,PETROL,Grey,48920,HATCHBACK,Manual,panvel,maharashtra,01-07-2018,2018,323099,Budget,62
552352,HYUNDAI,SANTRO XING,GL,PETROL,other,65255,HATCHBACK,Manual,ahmedabad east,gujarat,01-02-2011,2011,449199,Budget,57
552410,TOYOTA,INNOVA CRYSTA,2.4 G PLUS 7 STR,DIESEL,Grey,48714,MPV,Manual,chennai,tamil nadu,01-06-2019,2019,973399,Budget,55
552511,VOLKSWAGEN,POLO,COMFORTLINE 1.2L PETROL,PETROL,White,72000,HATCHBACK,Manual,thane,maharashtra,01-05-2012,2012,306599,Budget,45
552547,HONDA,AMAZE,1.2 SMT I VTEC,PETROL,Silver,50114,SEDAN,Manual,mumbai west,maharashtra,01-01-2015,2015,829399,Budget,69
552622,MAHINDRA,SCORPIO,S11 4WD,DIESEL,White,66203,SUV,Manual,navi mumbai,maharashtra,01-04-2019,2019,251799,Income issues,67
552652,MAHINDRA,SCORPIO,VLX 2WD BS IV,DIESEL,White,73429,SUV,Manual,pune,maharashtra,01-04-2014,2014,303099,Budget,30
552664,HYUNDAI,I20,SPORTZ 1.4 CRDI,DIESEL,Carbon Bronze,76098,HATCHBACK,Manual,noida,uttar pradesh,01-05-2014,2014,258499,Income issues,24
552704,TATA,TIAGO,REVOTRON XM,PETROL,Brown,13562,HATCHBACK,Manual,ahmedabad,gujarat,01-05-2017,2017,559399,Budget,62
552757,MAHINDRA,XUV500(2015_2017),W4,DIESEL,Black,64629,SUV,Manual,mumbai,maharashtra,01-03-2017,2017,389399,Income issues,43
552766,HONDA,WR V,VX MT PETROL,PETROL,White,15468,SUV,Manual,mysore,karnataka,01-11-2018,2018,282399,Budget,35
552816,HYUNDAI,VENUE,SX PLUS 1.0 TURBO DCT,PETROL,White,33598,SUV,Manual,hyderabad,telangana,01-06-2019,2019,247999,Budget,28
552901,MARUTI SUZUKI,VITARA BREZZA,LDI,DIESEL,Silver,69100,HATCHBACK,Manual,new delhi,delhi,01-11-2017,2017,320000,Budget,32
552981,KIA,SONET,HTX PLUS 1.5,DIESEL,Cherry Red,6270,SUV,Manual,gurgaon,haryana,01-02-2021,2021,269099,Income issues,39
553109,TATA,TIAGO,XM,PETROL,Other,58887,HATCHBACK,Manual,gurgaon,haryana,01-11-2016,2016,427299,Income issues,28
553127,VOLKSWAGEN,VENTO,HIGHLINE 1.6 PETROL,PETROL,Black,46897,SEDAN,Manual,bengaluru,karnataka,01-02-2011,2011,384799,Budget,47
553145,KIA,SELTOS,HTK 1.5,PETROL,White,9783,SUV,Manual,new delhi,delhi,01-05-2019,2019,186999,Budget,20
553269,MAHINDRA,XYLO,E4 BS III,DIESEL,Brown,85441,SUV,Manual,bengaluru,karnataka,01-01-2009,2009,624999,Budget,63
553362,HYUNDAI,I20,SPORTZ 1.2 O,PETROL,Grey,60000,HATCHBACK,Manual,delhi,delhi,01-11-2016,2016,341999,Budget,25
553390,HONDA,CITY,1.5 V MT,PETROL,White,81617,SEDAN,Manual,banglore-cafe dly,karnataka,01-03-2014,2014,584799,Budget,29
553887,MARUTI SUZUKI,S CROSS,1.3 ALPHA,DIESEL,Grey,67736,SUV,Manual,delhi,delhi,01-04-2017,2017,344799,Income issues,50
553997,MARUTI SUZUKI,VITARA BREZZA,VXI,PETROL,Orange,48967,SUV,Manual,hyderabad,telangana,01-03-2020,2020,535399,Budget,18
554068,HYUNDAI,GRAND I10(2013-2017),ASTA AT 1.2 KAPPA VTVT O,PETROL,Cherry Red,62499,HATCHBACK,Manual,hyderabad,telangana,01-08-2016,2016,294399,Budget,70
554409,MARUTI SUZUKI,SWIFT,VXI,PETROL,Silky Silver,65000,HATCHBACK,Manual,gurgaon,haryana,01-06-2014,2014,294299,Budget,66
554416,MARUTI SUZUKI,SWIFT,VXI,PETROL,Silver,23389,HATCHBACK,Manual,bengaluru,karnataka,01-07-2013,2013,494999,Income issues,28
554458,HONDA,JAZZ,1.2 V CVT I VTEC BSIV,CNG,A Silver,36719,HATCHBACK,Manual,new delhi,delhi,01-07-2017,2017,312199,Budget,54
554485,HYUNDAI,CRETA,1.6 VTVT S,PETROL,White,6141,COMPACTSUV,Manual,thane,maharashtra,01-03-2016,2016,297899,Income issues,19
554505,HONDA,AMAZE,1.2 SMT I VTEC,PETROL,White,51202,SEDAN,Manual,gurgaon,haryana,01-08-2019,2019,351499,Budget,20
554507,HYUNDAI,I10,MAGNA 1.1 IRDE2,PETROL,Red,32637,HATCHBACK,Manual,mumbai,maharashtra,01-01-2016,2016,351399,Income issues,43
554530,TATA,NEXON,XM,PETROL,Black,28234,HATCHBACK,Manual,delhi,delhi,01-02-2021,2021,150000,Budget,38
554533,HYUNDAI,I20,MAGNA VTV BSIV,PETROL,A Blue,73301,HATCHBACK,Manual,new delhi,delhi,01-05-2015,2015,180699,Budget,50
554534,MARUTI SUZUKI,BALENO,DELTA,PETROL,A Blue,31317,HATCHBACK,Manual,mumbai,maharashtra,01-10-2017,2017,310599,Budget,64
554565,MARUTI SUZUKI,VITARA BREZZA,VDI,DIESEL,Red,84000,HATCHBACK,Manual,navi mumbai,maharashtra,01-11-2017,2017,370999,Budget,49
554823,MARUTI SUZUKI,WAGON R 1.0,VXI +,PETROL,White,62862,HATCHBACK,Manual,hyderabad,telangana,01-03-2018,2018,507899,Income issues,47
554830,TOYOTA,COROLLA ALTIS,1.8 G,PETROL,White,82593,SEDAN,Manual,hyderabad,telangana,01-08-2012,2012,173699,Income issues,36
554970,HYUNDAI,ELITE I20(2018-2019),SPORTZ 1.2,PETROL,Silver,23429,HATCHBACK,Manual,bangalore k r puram,karnataka,01-01-2018,2018,284399,Budget,55
555022,TATA,TIGOR,REVOTRON XZ,PETROL,Silver,53711,SEDAN,Manual,delhi,delhi,01-01-2018,2018,257999,Budget,25
555054,MARUTI SUZUKI,DZIRE,ZXI PLUS,PETROL,Silky Silver,32109,SEDAN,Manual,new delhi,delhi,01-11-2017,2017,186299,Income issues,53
555191,HYUNDAI,I20,Asta (O) VTVT,PETROL,White,18936,HATCHBACK,Manual,pune,maharashtra,01-03-2019,2019,274399,Budget,49
555206,MARUTI SUZUKI,BALENO(2020-2022),DELTA 1.2 DUAL JET BS-VI,PETROL,Metalic Grey,7821,HATCHBACK,Manual,new delhi,delhi,01-04-2021,2021,240499,Budget,35
555214,MARUTI SUZUKI,VITARA BREZZA,ZDI+,DIESEL,Prime Beige,33749,HATCHBACK,Manual,chennai,tamil nadu,01-04-2019,2019,287299,Budget,29
555215,JEEP,COMPASS,LONGITUDE 2.0 DIESEL,DIESEL,White,51274,SUV,Manual,chennai,tamil nadu,01-10-2017,2017,358699,Budget,47
555216,TATA,SAFARI,XT PLUS MT,DIESEL,White,17225,SUV,Manual,new delhi,delhi,01-03-2021,2021,165199,Budget,53
555217,TOYOTA,INNOVA CRYSTA,2.4 G 7 STR,DIESEL,Silky Silver,76803,MPV,Manual,noida,uttar pradesh,01-02-2018,2018,837999,Income issues,33
555221,HYUNDAI,CRETA,1.6 SX PLUS AT PETROL,PETROL,Silver,77939,SUV,Manual,ghaziabad,uttar pradesh,01-07-2016,2016,415299,Budget,21
555222,MAHINDRA,XUV700,AX5 DIESEL AT,DIESEL,White,7738,SUV,Manual,ambernath,maharashtra,01-09-2022,2022,273899,Budget,32
555227,HONDA,CITY(2014-2017),E,PETROL,A Silver,50839,SEDAN,Manual,hyderabad,telangana,01-03-2016,2016,684199,Budget,52
555231,MARUTI SUZUKI,SWIFT,VDI,DIESEL,Silver,88541,HATCHBACK,Manual,bengaluru,karnataka,01-01-2014,2014,213599,Budget,67
555235,MARUTI SUZUKI,CIAZ,ALPHA 1.5 AT,PETROL,White,7000,SEDAN,Manual,ghaziabad,uttar pradesh,01-06-2022,2022,270699,Budget,43
555243,MAHINDRA,THAR,LX 4-STR HARD TOP DIESEL AT,DIESEL,Grey,53737,SUV,Manual,hyderabad,telangana,01-11-2020,2020,570599,Income issues,58
555250,HYUNDAI,I20,SPORTZ 1.2 O,PETROL,White,52764,HATCHBACK,Manual,chennai,tamil nadu,01-10-2013,2013,278699,Budget,20
555295,HYUNDAI,CRETA,SX O 1.5 DIESEL AT,DIESEL,White,68980,SUV,Manual,delhi,delhi,01-02-2020,2020,200000,Budget,61
555301,MAHINDRA,SCORPIO,S11 2WD,DIESEL,Black,82068,SUV,Manual,lucknow,uttar pradesh,01-09-2019,2019,500199,Budget,32
555303,FORD,ASPIRE(2015_2018),TITANIUM 1.2 TI-VCT,PETROL,Red,78533,SEDAN,Manual,bengaluru,karnataka,01-10-2017,2017,291899,Income issues,38
555311,MG,HECTOR(2020-2021),SHARP HYBRID 1.5 PETROL BS-VI,PETROL,Black,23535,SUV,Manual,kolkata,west bengal,01-09-2020,2020,337199,Budget,21
555317,HONDA,CITY(2017-2020),V DIESEL,DIESEL,White,83571,SEDAN,Manual,chennai,tamil nadu,01-01-2018,2018,290299,Budget,37
555318,MAHINDRA,XUV500,W7,DIESEL,White,27524,SUV,Manual,delhi,delhi,01-09-2018,2018,274099,Income issues,27
555319,MAHINDRA,XUV700,AX7 PET AT 7 SEATER,PETROL,White,11366,SUV,Manual,delhi,delhi,01-09-2021,2021,235199,Budget,36
555320,SKODA,KUSHAQ,STYLE 1.0L TSI AT,PETROL,White,19815,SUV,Manual,chennai,tamil nadu,01-09-2021,2021,259099,Budget,32
555322,HYUNDAI,XCENT(2014-2017),VTVT + ABS,PETROL,Silver,55951,SEDAN,Manual,delhi,delhi,01-03-2015,2015,865399,Budget,51
555323,TATA,NEXON,XM,PETROL,Grey,31661,HATCHBACK,Manual,new delhi,delhi,01-04-2019,2019,1445409,Income issues,64
555337,HYUNDAI,CRETA,1.6 CRDI SX PLUS,DIESEL,White,83000,COMPACTSUV,Manual,hyderabad,telangana,01-07-2017,2017,478699,Budget,68
555338,KIA,SELTOS,HTX PLUS 1.5 DIESEL,DIESEL,A Blue,25000,SUV,Manual,navi mumbai,maharashtra,01-11-2019,2019,357399,Income issues,68
555340,HONDA,AMAZE,1.2 S I-VTEC O,PETROL,Brown,27000,SEDAN,Manual,bangalore south,karnataka,01-02-2018,2018,300499,Income issues,33
555367,TOYOTA,INNOVA CRYSTA,2.8 GX AT 7 STR,DIESEL,Deep Red,21601,MPV,Manual,chennai,tamil nadu,01-10-2017,2017,468999,Income issues,65
555385,CHEVROLET,SAIL UVA,1.2 LS,PETROL,Grey,5859,HATCHBACK,Manual,gurgaon,haryana,01-12-2014,2014,381699,Income issues,48
555413,HYUNDAI,SANTRO XING,GLS,PETROL,Blue,95350,HATCHBACK,Manual,ahmedabad,gujarat,01-01-2008,2008,232199,Budget,69
555424,TATA,NEXON,XZ PLUS DIESEL,DIESEL,Grey,83121,HATCHBACK,Manual,gurgaon,haryana,01-11-2017,2017,435899,Budget,59
555463,HONDA,CITY,SV MT PETROL,PETROL,Brown,48302,SEDAN,Manual,gurgaon,haryana,01-01-2017,2017,1047570,Income issues,48
555558,FORD,ECOSPORT,TREND 1.5 TDCI,DIESEL,Silver,77953,SUV,Manual,bangalore k r puram,karnataka,01-11-2015,2015,825999,Income issues,25
555585,FORD,ECOSPORT,TITANIUM 1.5 TI VCT AT,PETROL,White,50000,SUV,Automatic,mumbai,maharashtra,01-12-2016,2016,223599,Budget,29
555675,MARUTI SUZUKI,CELERIO(2017-2019),1.0 ZXI AMT O,PETROL,Silver,33197,HATCHBACK,Automatic,pune,maharashtra,01-02-2018,2018,364299,Income issues,57
555783,AUDI,A6,3.0 TFSI QUATTRO,PETROL,Black,60000,SEDAN,Automatic,mumbai west,maharashtra,01-02-2010,2010,694799,Budget,23
555785,TOYOTA,ETIOS,GD,DIESEL,Grey,55129,SEDAN,Manual,pune,maharashtra,01-03-2014,2014,1012119,Budget,45
555790,VOLKSWAGEN,POLO,TRENDLINE 1.2L PETROL,PETROL,White,60000,HATCHBACK,Manual,panvel,maharashtra,01-06-2011,2011,307999,Budget,38
555791,MARUTI SUZUKI,SWIFT,VXI,PETROL,Grey,60000,HATCHBACK,Manual,bengaluru,karnataka,01-03-2013,2013,323299,Budget,21
555797,HYUNDAI,EON,MAGNA PLUS,PETROL,Silky Silver,40000,HATCHBACK,Manual,bengaluru,karnataka,01-02-2013,2013,371299,Income issues,32
555805,MARUTI SUZUKI,BALENO,DELTA,PETROL,Blue,74878,HATCHBACK,Automatic,hyderabad,telangana,01-01-2019,2019,143399,Budget,63
555807,MARUTI SUZUKI,BALENO,DELTA (A/T),PETROL,Grey,37901,HATCHBACK,Automatic,delhi,delhi,01-10-2015,2015,117099,Budget,29
555816,MARUTI SUZUKI,SWIFT DZIRE,VDI,DIESEL,White,91000,SEDAN,Manual,chennai,tamil nadu,01-03-2009,2009,259099,Budget,27
555905,MAHINDRA,XUV300,W6 DIESEL,DIESEL,White,53309,SUV,Automatic,vasai,maharashtra,01-03-2020,2020,2750000,Income issues,56
555919,MARUTI SUZUKI,CELERIO,VXI AMT,PETROL,Grey,39809,HATCHBACK,Automatic,hyderabad,telangana,01-09-2017,2017,291599,Income issues,30
555930,RENAULT,KWID,1.0 RXT AMT O,PETROL,White,30985,HATCHBACK,Automatic,delhi,delhi,01-07-2018,2018,313099,Income issues,49
555934,MARUTI SUZUKI,ALTO K10,VXI AMT,PETROL,Grey,42396,HATCHBACK,Automatic,mumbai west,maharashtra,01-02-2016,2016,317499,Budget,58
555955,HYUNDAI,I10,ASTA 1.2 KAPPA2,PETROL,Grey,88324,HATCHBACK,Manual,belgaum,karnataka,01-09-2015,2015,678399,Budget,57
555969,MARUTI SUZUKI,SWIFT DZIRE,VXI,PETROL,White,11810,SEDAN,Manual,ghaziabad,uttar pradesh,01-02-2015,2015,949799,Budget,60
556028,TATA,NEXON,XZ PLUS,PETROL,Cherry Red,10728,HATCHBACK,Automatic,navi mumbai,maharashtra,01-12-2020,2020,214699,Budget,69
556032,HYUNDAI,VERNA,FLUIDIC 1.6 EX VTVT,PETROL,Purple,53000,Sedan,Automatic,delhi,delhi,01-07-2012,2012,189699,Income issues,70
556037,VOLKSWAGEN,POLO,HIGHLINE1.2L PETROL,CNG,White,66000,HATCHBACK,Manual,delhi,delhi,01-01-2012,2012,385399,Income issues,53
556090,MAHINDRA,XUV500(2011_2015),SPORTZ LTD,DIESEL,White,35170,SUV,Manual,noida,uttar pradesh,01-07-2014,2014,448699,Budget,25
556127,TATA,TIAGO,REVOTRON XZ PLUS,PETROL,Ocean Blue,33468,HATCHBACK,Manual,chennai,tamil nadu,01-04-2019,2019,1646803,Income issues,48
556128,MAHINDRA,MARAZZO,M4 7 STR,DIESEL,Silver,40035,MPV,Automatic,badlapur,maharashtra,01-08-2018,2018,314999,Budget,69
556129,MARUTI SUZUKI,ERTIGA,SMART HYBRID VXI,PETROL,White,33021,MPV,Automatic,surat,gujarat,01-10-2020,2020,133199,Budget,25
556130,NISSAN,SUNNY,XL PETROL,PETROL,Grey,57300,SEDAN,Manual,delhi,delhi,01-06-2012,2012,233999,Income issues,29
556133,MARUTI SUZUKI,DZIRE,ZXI AMT,PETROL,White,22652,SEDAN,Manual,mumbai,maharashtra,01-07-2018,2018,301999,Budget,46
556159,HYUNDAI,GRAND I10,MAGNA 1.2 KAPPA VTVT,PETROL,White,46069,HATCHBACK,Manual,ahmedabad,gujarat,01-10-2018,2018,35000,Budget,37
556175,TATA,SAFARI,XT PLUS MT,DIESEL,White,21584,SUV,Manual,pune,maharashtra,01-02-2021,2021,499199,Income issues,20
556185,ISUZU,V CROSS,D MAX,DIESEL,Black,22000,SUV,Manual,electronic city,karnataka,01-05-2017,2017,480799,Income issues,40
556196,MERCEDES BENZ,C CLASS,200 K ELEGANCE AT,PETROL,Arizona Grey,260000,SEDAN,Manual,kalyan,maharashtra,01-01-2010,2010,257999,Budget,60
556213,MAHINDRA,BOLERO,XL 2WD 9STR BS III,DIESEL,White,56000,SUV,Manual,delhi,delhi,01-01-2012,2012,300000,Income issues,26
556223,MARUTI SUZUKI,BALENO,SIGMA,PETROL,G. Red,5814,HATCHBACK,Manual,ghaziabad,uttar pradesh,01-02-2021,2021,604299,Budget,29
556248,MAHINDRA,BOLERO,POWER PLUS SLE,DIESEL,White,65236,SUV,Manual,delhi,delhi,01-01-2018,2018,341799,Budget,66
556346,FORD,ECOSPORT,TITANIUM 1.5 TI VCT,PETROL,Diamond White,16778,SUV,Manual,faridabad,haryana,01-01-2021,2021,700000,Budget,66
556360,FORD,FIGO,"TITANIUM AT
 1.2",PETROL,Cherry Red,30464,HATCHBACK,Manual,tumkur,karnataka,01-12-2015,2015,352399,Budget,56
556383,MARUTI SUZUKI,ALTO,LXI,PETROL,Red,10322,HATCHBACK,Manual,delhi,delhi,01-03-2021,2021,216799,Budget,69
556389,FORD,ECOSPORT,TITANIUM 1.5 TDCI,DIESEL,Metallic Silver,20350,SUV,Manual,delhi,delhi,01-05-2013,2013,405499,Budget,38
556422,HYUNDAI,GRAND I10,1.2 KAPPA ASTA,PETROL,Grey,37889,HATCHBACK,Manual,mumbai,maharashtra,01-03-2015,2015,387399,Budget,42
556464,TOYOTA,FORTUNER,2.8 2WD AT,DIESEL,Metallic Silver,72907,SUV,Manual,gandhinagar,gujarat,01-07-2017,2017,548599,Budget,30
556487,FORD,ECOSPORT,TITANIUM 1.5 TI VCT AT,PETROL,Red,80752,SUV,Automatic,bengaluru,karnataka,01-01-2015,2015,313899,Budget,66
556494,VOLKSWAGEN,POLO,COMFORTLINE 1.2L PETROL,PETROL,White,72000,HATCHBACK,Manual,delhi,delhi,01-06-2011,2011,285699,Income issues,36
556509,MARUTI SUZUKI,SWIFT,LXI,PETROL,Silky Silver,67476,HATCHBACK,Manual,delhi,delhi,01-08-2019,2019,300000,Budget,58
556518,TATA,TIAGO,XZA 1.2 RTN BS4,PETROL,Brown,54682,HATCHBACK ,Automatic,pune,maharashtra,01-08-2018,2018,298099,Income issues,45
556527,HONDA,CITY,VX CVT PETROL BS-VI,PETROL,White,59524,SEDAN,Automatic,vasai,maharashtra,01-08-2019,2019,248999,Budget,47
556531,HYUNDAI,CRETA,1.6 VTVT L,PETROL,White,72000,COMPACTSUV,Automatic,mumbai east,maharashtra,01-10-2017,2017,472699,Income issues,66
556534,HONDA,JAZZ,1.2 SVMT,PETROL,Cherry Red,62000,HATCHBACK,Automatic,delhi,delhi,01-02-2017,2017,439499,Budget,41
556580,HONDA,AMAZE,1.2 S I-VTEC,PETROL,White,40431,SEDAN,Automatic,ghaziabad,uttar pradesh,01-11-2020,2020,508499,Income issues,41
556586,MARUTI SUZUKI,WAGON R(2019-2022),VXI 1.0,PETROL,Grey,67000,HATCHBACK,Automatic,hyderabad,telangana,01-06-2019,2019,574799,Income issues,66
556621,VOLKSWAGEN,VENTO,COMFORTLINE PETROL,PETROL,Blue,60000,Sedan,Automatic,navi mumbai,maharashtra,01-02-2013,2013,661599,Budget,37
556664,MARUTI SUZUKI,SWIFT,VDI BS IV,DIESEL,Grey,116688,HATCHBACK,Manual,bangalore central,karnataka,01-08-2013,2013,357399,Income issues,70
556668,MARUTI SUZUKI,ERTIGA,VDI,DIESEL,A Silver,48519,MUV,Manual,chennai,tamil nadu,01-08-2013,2013,562599,Income issues,62
556671,FORD,ASPIRE,AMBIENTE 1.2 TI-VCT ABS,PETROL,White,80166,SEDAN,Manual,delhi,delhi,01-08-2015,2015,323499,Budget,61
556680,HYUNDAI,ELITE I20,SPORTZ 1.4,PETROL,Grey,44820,HATCHBACK,Manual,thane,maharashtra,01-05-2018,2018,210699,Budget,48
556699,HONDA,JAZZ,1.2 V AT I VTEC,PETROL,Silver,32982,HATCHBACK,Manual,delhi,delhi,01-12-2017,2017,483299,Budget,70
556701,MAHINDRA,XUV500(2017_2018),W10,DIESEL,Orange,60039,SUV,Manual,mumbai,maharashtra,01-06-2015,2015,182799,Budget,46
556707,MAHINDRA,MARAZZO,M6 7 STR,DIESEL,Maroon,62150,MPV,Manual,pune,maharashtra,01-08-2018,2018,400499,Budget,31
556708,NISSAN,TERRANO,XL 110 DIESEL,DIESEL,Dark Grey,70172,SUV,Manual,delhi,delhi,01-03-2015,2015,284099,Budget,19
556739,TATA,TIAGO,XZ,PETROL,Orange,74130,HATCHBACK,Manual,bangalore central,karnataka,01-05-2016,2016,233099,Budget,39
556757,RENAULT,KWID,RXL,PETROL,Dark Grey,18586,HATCHBACK,Manual,hyderabad,telangana,01-11-2017,2017,338399,Income issues,41
556771,TATA,NEXON,XT PLUS,PETROL,A Blue,13106,HATCHBACK,Manual,bengaluru,karnataka,01-08-2020,2020,364699,Budget,20
556835,MARUTI SUZUKI,WAGON R,LXI,CNG,White,40000,HATCHBACK,Manual,delhi,delhi,01-01-2012,2012,431999,Income issues,36
556844,TATA,SAFARI,XZA PLUS,DIESEL,Black,18426,SUV,Manual,bangalore south,karnataka,01-01-2022,2022,257199,Budget,32
556879,TOYOTA,ETIOS,GD,DIESEL,Silver,48358,SEDAN,Manual,vasai,maharashtra,01-03-2014,2014,1708615,Income issues,69
556899,HONDA,CITY,1.5 S MT,PETROL,Brown,47644,SEDAN,Manual,faridabad,haryana,01-05-2013,2013,298599,Budget,40
